title;authors;year;publicationtitle;citationcount;doi;abstract;population;intervention;comparison;outcomes;context;checklater;include
EyePACT: Eye-Based Parallax Correction on Touch-Enabled Interactive Displays;['Mohamed Khamis', 'Daniel Buschek', 'Tobias Thieron', 'Florian Alt', 'Andreas Bulling'];0;Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies (IMWUT), Volume 1, Issue 4;5;https://doi.org/10.1145/3161168;;0;0;0;0;0;0;0
Assessing the Efficacy of the Dynamic Eye Misalignment Retroversion System (DEMRS) Prototype with Normal and Strabismus Subjects;['Constantinos M. Glynos', 'Michael C. Glynos', 'Olusola O. Aina', 'Hammadi Nait-Charif'];2019;ICBSP '19: Proceedings of the 2019 4th International Conference on Biomedical Imaging, Signal Processing;0;https://doi.org/10.1145/3366174.3366175;;0;0;0;0;0;0;0
Projective Windows: Bringing Windows in Space to the Fingertip;['Joon Hyub Lee', 'Sang-Gyun An', 'Yongkwan Kim', 'Seok-Hyung Bae'];2018;CHI '18: Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems;12;https://doi.org/10.1145/3173574.3173792;;0;0;0;0;0;0;0
The Effect of Offset Correction and Cursor on Mid-Air Pointing in Real and Virtual Environments;['Sven Mayer', 'Valentin Schwind', 'Robin Schweigert', 'Niels Henze'];2018;CHI '18: Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems;47;https://doi.org/10.1145/3173574.3174227;;0;0;0;0;0;0;0
Aperture based selection for immersive virtual environments;['Andrew Forsberg', 'Kenneth Herndon', 'Robert Zeleznik'];1996;UIST '96: Proceedings of the 9th annual ACM symposium on User interface software and technology;109;https://doi.org/10.1145/237091.237105;;0;0;0;0;0;0;0
DiCE: dichoptic contrast enhancement for VR and stereo displays;['Fangcheng Zhong', 'George Alex Koulieris', 'George Drettakis', 'Martin S. Banks', 'Mathieu Chambe', 'Frédo Durand', 'Rafał K. Mantiuk'];0;ACM Transactions on Graphics (TOG), Volume 38, Issue 6;6;https://doi.org/10.1145/3355089.3356552;;0;0;0;0;0;0;0
Making 3D work: a classification of visual depth cues, 3D display technologies and their applications;['Mostafa Mehrabi', 'Edward M. Peek', 'Burkhard C. Wuensche', 'Christof Lutteroth'];2013;AUIC '13: Proceedings of the Fourteenth Australasian User Interface Conference - Volume 139;2;;;0;0;0;0;0;0;0
Computer-generated stereograms: a new dimension for the graphic arts;['D. Verne Morland'];1976;SIGGRAPH '76: Proceedings of the 3rd annual conference on Computer graphics and interactive techniques;3;https://doi.org/10.1145/563274.563279;;0;0;0;0;0;0;0
ARLS: An asymmetrical remote learning system for sharing anatomy between an HMD and a light field display;['Xuanhui Xu', 'Xingyu Pan', 'Abraham G. Campbell'];2020;VRST '20: Proceedings of the 26th ACM Symposium on Virtual Reality Software and Technology;5;https://doi.org/10.1145/3385956.3422095;;0;0;0;0;0;0;0
Episcleral surface tracking: challenges and possibilities for using mice sensors for wearable eye tracking;['Frank H. Borsato', 'Carlos H. Morimoto'];2016;ETRA '16: Proceedings of the Ninth Biennial ACM Symposium on Eye Tracking Research & Applications;3;https://doi.org/10.1145/2857491.2857496;;0;0;0;0;0;0;0
An in-depth look at the benefits of immersion cues on spatial 3D problem solving;['Cassandra Hoef', 'Jasmine Davis', 'Orit Shaer', 'Erin T. Solovey'];2014;SUI '14: Proceedings of the 2nd ACM symposium on Spatial user interaction;0;https://doi.org/10.1145/2659766.2661222;;0;0;0;0;0;0;0
Stereoscopic display technique for Web3D images;['Kazuhisa Yanaka'];2009;SIGGRAPH '09: SIGGRAPH '09: Posters;0;https://doi.org/10.1145/1599301.1599405;;0;0;0;0;0;0;0
Extramission: A Large Scale Interactive Virtual Environment Using Head Mounted Projectors and Retro-reflectors;['Hiroto Aoki', 'Jun Rekimoto'];2019;SUI '19: Symposium on Spatial User Interaction;1;https://doi.org/10.1145/3357251.3357592;;0;0;0;0;0;0;0
Determining the relative benefits of pairing virtual reality displays with applications;['Edward M. Peek', 'Burkhard Wünsche', 'Christof Lutteroth'];2013;AUIC '13: Proceedings of the Fourteenth Australasian User Interface Conference - Volume 139;0;;;0;0;0;0;0;0;0
Live 6DoF Video Production with Stereo Camera;['Ayaka Nakatani', 'Takayuki Shinohara', 'Kazuhito Miyaki'];2019;SA '19: SIGGRAPH Asia 2019 XR;1;https://doi.org/10.1145/3355355.3361880;;0;0;0;0;0;0;0
Enhancing 3D applications using stereoscopic 3D and motion parallax;['Ivan K. Y. Li', 'Edward M. Peek', 'Burkhard C. Wünsche', 'Christof Lutteroth'];2012;AUIC '12: Proceedings of the Thirteenth Australasian User Interface Conference - Volume 126;2;;;0;0;0;0;0;0;0
Beyond stereo: an exploration of unconventional binocular presentation for novel visual experience;['Haimo Zhang', 'Xiang Cao', 'Shengdong Zhao'];2012;CHI '12: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems;6;https://doi.org/10.1145/2207676.2208638;;0;0;0;0;0;0;0
Rivalry and interference with a head-mounted display;;0;ACM Transactions on Computer-Human Interaction (TOCHI), Volume 9, Issue 3;62;https://doi.org/10.1145/568513.568516;;0;0;0;0;0;0;0
Perceived quality of compressed stereoscopic images: Effects of symmetric and asymmetric JPEG coding and camera separation;['Pieter Seuntiens', 'Lydia Meesters', 'Wijnand Ijsselsteijn'];0;ACM Transactions on Applied Perception (TAP), Volume 3, Issue 2;144;https://doi.org/10.1145/1141897.1141899;;0;0;0;0;0;0;0
An approach to support stereoscopic 3D web;['Qinshui Chen', 'Wenmin Wang', 'Ronggang Wang', 'Jianlong Zhang', 'Zhongxin Liu'];2014;SAC '14: Proceedings of the 29th Annual ACM Symposium on Applied Computing;1;https://doi.org/10.1145/2554850.2555096;;0;0;0;0;0;0;0
An Immersive Bidirectional System for Life-size 3D Communication;['Claudia Plüss', 'Nicola Ranieri', 'Jean-Charles Bazin', 'Tobias Martin', 'Pierre-Yves Laffont', 'Tiberiu Popa', 'Markus Gross'];2016;CASA '16: Proceedings of the 29th International Conference on Computer Animation and Social Agents;10;https://doi.org/10.1145/2915926.2915931;;0;0;0;0;0;0;0
Direct watch & touch;['Takahisa Ando'];1998;SIGGRAPH '98: ACM SIGGRAPH 98 Conference abstracts and applications;0;https://doi.org/10.1145/280953.281317;;0;0;0;0;0;0;0
cAR: Contact Augmented Reality with Transparent-Display Mobile Devices;['Juan David Hincapié-Ramos', 'Sophie Roscher', 'Wolfgang Büschel', 'Ulrike Kister', 'Raimund Dachselt', 'Pourang Irani'];2014;PerDis '14: Proceedings of The International Symposium on Pervasive Displays;20;https://doi.org/10.1145/2611009.2611014;;0;0;0;0;0;0;0
StyleBin: Stylizing Video by Example in Stereo;['Michal Kučera', 'David Mould', 'Daniel Sýkora'];2022;SA '22: SIGGRAPH Asia 2022 Conference Papers;0;https://doi.org/10.1145/3550469.3555420;;0;0;0;0;0;0;0
Interactive 360-Degree Glasses-Free Tabletop 3D Display;['Motohiro Makiguchi', 'Daisuke Sakamoto', 'Hideaki Takada', 'Kengo Honda', 'Tetsuo Ono'];2019;UIST '19: Proceedings of the 32nd Annual ACM Symposium on User Interface Software and Technology;9;https://doi.org/10.1145/3332165.3347948;;0;0;0;0;0;0;0
Creation of moving 3D moiré using LCD and fly's eye lens;['Kazuhisa Yanaka'];2008;SIGGRAPH '08: ACM SIGGRAPH 2008 posters;0;https://doi.org/10.1145/1400885.1400940;;0;0;0;0;0;0;0
Is autostereoscopy useful for handheld AR?;['Frederic Kerber', 'Pascal Lessel', 'Michael Mauderer', 'Florian Daiber', 'Antti Oulasvirta', 'Antonio Krüger'];2013;MUM '13: Proceedings of the 12th International Conference on Mobile and Ubiquitous Multimedia;8;https://doi.org/10.1145/2541831.2541851;;0;0;0;0;0;0;0
Perceptual Tolerance to Stereoscopic 3D Image Distortion;['Robert S. Allison', 'Laurie M. Wilcox'];0;ACM Transactions on Applied Perception (TAP), Volume 12, Issue 3;8;https://doi.org/10.1145/2770875;;0;0;0;0;0;0;0
TwinCam: omni-directional stereoscopic live viewing camera for reducing motion blur during head rotation;['Kento Tashiro', 'Toi Fujie', 'Yasushi Ikei', 'Tomohiro Amemiya', 'Koichi Hirota', 'Michiteru Kitazaki'];2017;SIGGRAPH '17: ACM SIGGRAPH 2017 Emerging Technologies;7;https://doi.org/10.1145/3084822.3084831;;0;0;0;0;0;0;0
Gaze-guided Magnification for Individuals with Vision Impairments;['Natalie Maus', 'Dalton Rutledge', 'Sedeeq Al-Khazraji', 'Reynold Bailey', 'Cecilia Ovesdotter Alm', 'Kristen Shinohara'];2020;CHI EA '20: Extended Abstracts of the 2020 CHI Conference on Human Factors in Computing Systems;3;https://doi.org/10.1145/3334480.3382995;;0;0;0;0;0;0;0
3D TV: a scalable system for real-time acquisition, transmission, and autostereoscopic display of dynamic scenes;['Wojciech Matusik', 'Hanspeter Pfister'];0;ACM Transactions on Graphics (TOG), Volume 23, Issue 3;268;https://doi.org/10.1145/1015706.1015805;;0;0;0;0;0;0;0
Modeling Pointing for 3D Target Selection in VR;['Tor-Salve Dalsgaard', 'Jarrod Knibbe', 'Joanna Bergström'];2021;VRST '21: Proceedings of the 27th ACM Symposium on Virtual Reality Software and Technology;5;https://doi.org/10.1145/3489849.3489853;;0;0;0;0;0;0;0
2.5 Dimensional Panoramic Viewing Technique utilizing a Cylindrical Mirror Widget;['Kaori Ikematsu', 'Mana Sasagawa', 'Itiro Siio'];2016;UIST '16 Adjunct: Adjunct Proceedings of the 29th Annual ACM Symposium on User Interface Software and Technology;2;https://doi.org/10.1145/2984751.2985737;;0;0;0;0;0;0;0
3D TV: a scalable system for real-time acquisition, transmission, and autostereoscopic display of dynamic scenes;['Wojciech Matusik', 'Hanspeter Pfister'];2004;SIGGRAPH '04: ACM SIGGRAPH 2004 Papers;79;https://doi.org/10.1145/1186562.1015805;;0;0;0;0;0;0;0
Exploration of using face tracking to reduce GPU rendering on current and future auto-stereoscopic displays;['Xingyu Pan', 'Mengya Zheng', 'Abraham Campbell'];2019;SIGGRAPH '19: ACM SIGGRAPH 2019 Posters;7;https://doi.org/10.1145/3306214.3338577;;0;0;0;0;0;0;0
Placement and routing optimization in the brain;['Beth L. Chen', 'Dmitri B. Chklovskii'];2006;ISPD '06: Proceedings of the 2006 international symposium on Physical design;1;https://doi.org/10.1145/1123008.1123034;;0;0;0;0;0;0;0
SA '15: SIGGRAPH Asia 2015 Head-Up Displays and their Applications;;0;;16;;;0;0;0;0;0;0;0
Effects of Long-Term Exposure on Sensitivity and Comfort with Stereoscopic Displays;['Debi Stransky', 'Laurie M. Wilcox', 'Robert S. Allison'];0;ACM Transactions on Applied Perception (TAP), Volume 11, Issue 1;4;https://doi.org/10.1145/2536810;;0;0;0;0;0;0;0
Multi-perspective stereoscopy from light fields;['Changil Kim', 'Alexander Hornung', 'Simon Heinzle', 'Wojciech Matusik', 'Markus Gross'];2011;SA '11: Proceedings of the 2011 SIGGRAPH Asia Conference;3;https://doi.org/10.1145/2024156.2024224;;0;0;0;0;0;0;0
Multi-perspective stereoscopy from light fields;['Changil Kim', 'Alexander Hornung', 'Simon Heinzle', 'Wojciech Matusik', 'Markus Gross'];0;ACM Transactions on Graphics (TOG), Volume 30, Issue 6;57;https://doi.org/10.1145/2070781.2024224;;0;0;0;0;0;0;0
ALiSE: Non-wearable AR display through the looking glass, and what looks solid there;['Hiroki Uchida', 'Takayuki Kawamura', 'Keito Kamimura', 'Keiichi Zempo'];2021;VRST '21: Proceedings of the 27th ACM Symposium on Virtual Reality Software and Technology;1;https://doi.org/10.1145/3489849.3489929;;0;0;0;0;0;0;0
Selection using a one-eyed cursor in a fish tank VR environment;['Colin Ware', 'Kathy Lowther'];0;ACM Transactions on Computer-Human Interaction (TOCHI), Volume 4, Issue 4;67;https://doi.org/10.1145/267135.267136;;0;0;0;0;0;0;0
Integral photography display for digital museum exhibit;['Makoto Okui', 'Fumio Okano'];2010;VRCAI '10: Proceedings of the 9th ACM SIGGRAPH Conference on Virtual-Reality Continuum and its Applications in Industry;0;https://doi.org/10.1145/1900179.1900255;;0;0;0;0;0;0;0
Study on Human-machine Interactive System based on Binocular Vision and Depth Camera;['Xiaoyong Yao', 'Yuwen Pei'];2021;ICDSP '21: Proceedings of the 2021 5th International Conference on Digital Signal Processing;0;https://doi.org/10.1145/3458380.3458397;;0;0;0;0;0;0;0
Pixel of matter: new ways of seeing with an active volumetric filmmaking system;['Seonghoon Ban', 'Kyung Hoon Hyun'];2020;SIGGRAPH '20: ACM SIGGRAPH 2020 Art Gallery;0;https://doi.org/10.1145/3386567.3388576;;0;0;0;0;0;0;0
An objective and subjective evaluation of an autostereoscopic 3d display;['Masashi Tsuboi', 'Shinji Kimura', 'Tsutomu Horikoshi'];2009;CHI EA '09: CHI '09 Extended Abstracts on Human Factors in Computing Systems;1;https://doi.org/10.1145/1520340.1520537;;0;0;0;0;0;0;0
Investigating mobile stereoscopic 3D touchscreen interaction;['Ashley Colley', 'Jonna Häkkilä', 'Johannes Schöning', 'Maaret Posti'];2013;OzCHI '13: Proceedings of the 25th Australian Computer-Human Interaction Conference: Augmentation, Application, Innovation, Collaboration;8;https://doi.org/10.1145/2541016.2541044;;0;0;0;0;0;0;0
Selecting Real-World Objects via User-Perspective Phone Occlusion;['Yue Qin', 'Chun Yu', 'Wentao Yao', 'Jiachen Yao', 'Chen Liang', 'Yueting Weng', 'Yukang Yan', 'Yuanchun Shi'];2023;CHI '23: Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems;1;https://doi.org/10.1145/3544548.3580696;;0;0;0;0;0;0;0
Computer technologies for 3D video delivery for home entertainment;['Atanas Gotchev'];2008;CompSysTech '08: Proceedings of the 9th International Conference on Computer Systems and Technologies and Workshop for PhD Students in Computing;4;https://doi.org/10.1145/1500879.1500881;;0;0;0;0;0;0;0
Desktop Orbital Camera Motions Using Rotational Head Movements;['Thibaut Jacob', 'Gilles Bailly', 'Eric Lecolinet', 'Géry Casiez', 'Marc Teyssier'];2016;SUI '16: Proceedings of the 2016 Symposium on Spatial User Interaction;6;https://doi.org/10.1145/2983310.2985758;;0;0;0;0;0;0;0
tPad: designing transparent-display mobile interactions;['Juan David Hincapié-Ramos', 'Sophie Roscher', 'Wolfgang Büschel', 'Ulrike Kister', 'Raimund Dachselt', 'Pourang Irani'];2014;DIS '14: Proceedings of the 2014 conference on Designing interactive systems;9;https://doi.org/10.1145/2598510.2598578;;0;0;0;0;0;0;0
Demonstrating CleAR Sight: Transparent Interaction Panels for Augmented Reality;['Wolfgang Büschel', 'Katja Krug', 'Konstantin Klamka', 'Raimund Dachselt'];2023;CHI EA '23: Extended Abstracts of the 2023 CHI Conference on Human Factors in Computing Systems;0;https://doi.org/10.1145/3544549.3583891;;0;0;0;0;0;0;0
Research on Autopilot Vehicle Ranging System Based on Binocular Vision;['Fanglin Shu', 'Xiaoci Huang', 'Wenguan Cao'];2019;RICAI '19: Proceedings of the 2019 International Conference on Robotics, Intelligent Control and Artificial Intelligence;0;https://doi.org/10.1145/3366194.3366283;;0;0;0;0;0;0;0
FTVR in VR: Evaluation of 3D Perception With a Simulated Volumetric Fish-Tank Virtual Reality Display;['Dylan Fafard', 'Ian Stavness', 'Martin Dechant', 'Regan Mandryk', 'Qian Zhou', 'Sidney Fels'];2019;CHI '19: Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems;13;https://doi.org/10.1145/3290605.3300763;;0;0;0;0;0;0;0
Some perspectives on visual depth perception;['John Murray'];1994;ACM SIGGRAPH Computer Graphics (SIGGRAPH), Volume 28, Issue 2;7;https://doi.org/10.1145/178951.178985;;0;0;0;0;0;0;0
Understanding How Low Vision People Read Using Eye Tracking;['Ru Wang', 'Linxiu Zeng', 'Xinyong Zhang', 'Sanbrita Mondal', 'Yuhang Zhao'];2023;CHI '23: Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems;0;https://doi.org/10.1145/3544548.3581213;;0;0;0;0;0;0;0
ALiSE: Through the mirrored space, and what user interacts with avatars naturally;['Hiroki Uchida', 'Tadashi Ebihara', 'Naoto Wakatsuki', 'Keiichi Zempo'];2021;ISS '21: Companion Proceedings of the 2021 Conference on Interactive Surfaces and Spaces;1;https://doi.org/10.1145/3447932.3490678;;0;0;0;0;0;0;0
Implementation of Interactive Mirror-Transcending Aerial Imaging System;['Motohiro Makiguchi', 'Ayaka Sano', 'Takahiro Matsumoto', 'Hiroshi Chigira', 'Takayoshi Mochiduki'];2023;SUI '23: Proceedings of the 2023 ACM Symposium on Spatial User Interaction;0;https://doi.org/10.1145/3607822.3614536;;0;0;0;0;0;0;0
Challenges of using stereoscopic displays in a touch interaction context;['Chris P. Bowers', 'Benjamin R. Cowan', 'Chris Creed', 'Gido Hakvoort'];2014;BCS-HCI '14: Proceedings of the 28th International BCS Human Computer Interaction Conference on HCI 2014 - Sand, Sea and Sky - Holiday HCI;0;;;0;0;0;0;0;0;0
A New Projection-based Exhibition System for a Museum;['Yong Yi Lee', 'Jong Hun Lee', 'Bilal Ahmed', 'Moon Gu Son', 'Kwan H. Lee'];0;Journal on Computing and Cultural Heritage  (JOCCH), Volume 12, Issue 2;7;https://doi.org/10.1145/3275522;;0;0;0;0;0;0;0
An interactive 360° light field display;['Andrew Jones', 'Ian McDowall', 'Hideshi Yamada', 'Mark Bolas', 'Paul Debevec'];2007;SIGGRAPH '07: ACM SIGGRAPH 2007 emerging technologies;7;https://doi.org/10.1145/1278280.1278294;;0;0;0;0;0;0;0
Virtual environment display system;['S. S. Fisher', 'M. McGreevy', 'J. Humphries', 'W. Robinett'];1987;I3D '86: Proceedings of the 1986 workshop on Interactive 3D graphics;121;https://doi.org/10.1145/319120.319127;;0;0;0;0;0;0;0
3DCG art expression on a tablet device using integral photography;['Nahomi Maki', 'Akihiko Shirai', 'Kazuhisa Yanaka'];2014;VRIC '14: Proceedings of the 2014 Virtual Reality International Conference;2;https://doi.org/10.1145/2617841.2620708;;0;0;0;0;0;0;0
Bayesian identification of fixations, saccades, and smooth pursuits;['Thiago Santini', 'Wolfgang Fuhl', 'Thomas Kübler', 'Enkelejda Kasneci'];2016;ETRA '16: Proceedings of the Ninth Biennial ACM Symposium on Eye Tracking Research & Applications;39;https://doi.org/10.1145/2857491.2857512;;0;0;0;0;0;0;0
HaptoMime: mid-air haptic interaction with a floating virtual screen;['Yasuaki Monnai', 'Keisuke Hasegawa', 'Masahiro Fujiwara', 'Kazuma Yoshino', 'Seki Inoue', 'Hiroyuki Shinoda'];2014;UIST '14: Proceedings of the 27th annual ACM symposium on User interface software and technology;107;https://doi.org/10.1145/2642918.2647407;;0;0;0;0;0;0;0
An efficient multi-view rasterization architecture;['Jon Hasselgren', 'Tomas Akenine-Möller'];2006;EGSR '06: Proceedings of the 17th Eurographics conference on Rendering Techniques;14;;;0;0;0;0;0;0;0
I See Your Point: Integrating Gaze to Enhance Pointing Gesture Accuracy While Driving;['Florian Roider', 'Tom Gross'];2018;AutomotiveUI '18: Proceedings of the 10th International Conference on Automotive User Interfaces and Interactive Vehicular Applications;25;https://doi.org/10.1145/3239060.3239084;;0;0;0;0;0;0;0
Robust Stereo Matching Algorithm Based on Spatial Constraints under Rectification;['Ziheng Li', 'Zhao Zheng', 'Shaojie Liu', 'Jingfan Fan', 'Jian Yang'];2023;ICDIP '23: Proceedings of the 15th International Conference on Digital Image Processing;0;https://doi.org/10.1145/3604078.3604156;;0;0;0;0;0;0;0
A Live Teaching Platform for Power Line Inspection with a First-Person-View-Based Unmanned Aerial Vehicle;['Haoran Zheng', 'Xiao Su', 'Zikai Zhou', 'Yuqing Lin'];2018;ISCSIC '18: Proceedings of the 2nd International Symposium on Computer Science and Intelligent Control;0;https://doi.org/10.1145/3284557.3284727;;0;0;0;0;0;0;0
FocusVR: Effective 8 Usable VR Display Power Management;['Tan Kiat Wee', 'Eduardo Cuervo', 'Rajesh Balan'];0;Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies (IMWUT), Volume 2, Issue 3;4;https://doi.org/10.1145/3264952;;0;0;0;0;0;0;0
Positioning Glass: Investigating Display Positions of Monocular Optical See-Through Head-Mounted Display;['Soon Hau Chua', 'Simon T. Perrault', 'Denys J. C. Matthies', 'Shengdong Zhao'];2016;ChineseCHI2016: Proceedings of the Fourth International Symposium on Chinese CHI;37;https://doi.org/10.1145/2948708.2948713;;0;0;0;0;0;0;0
Practical Method of Low-Light-Level Binocular Ranging Based on Triangulation and Error Correction;['Qi Shi', 'Lei Ma', 'Yiping Yang'];2017;CSAI '17: Proceedings of the 2017 International Conference on Computer Science and Artificial Intelligence;0;https://doi.org/10.1145/3168390.3168417;;0;0;0;0;0;0;0
Comparison of Differences between Human Eye Imaging and HMD Imaging;['Yu Jin', 'Xiaozhou Zhou', 'Weiye Xiao', 'Jiarui Li', 'Chengqi Xue'];2021;AIVR 2021: 2021 5th International Conference on Artificial Intelligence and Virtual Reality (AIVR);0;https://doi.org/10.1145/3480433.3480434;;0;0;0;0;0;0;0
Computer generated stereoscopic artwork;['E. Stavrakis', 'M. Gelautz'];2005;Computational Aesthetics'05: Proceedings of the First Eurographics conference on Computational Aesthetics in Graphics, Visualization and Imaging;3;;;0;0;0;0;0;0;0
An empirical task analysis of warehouse order picking using head-mounted displays;['Kimberly A. Weaver', 'Hannes Baumann', 'Thad Starner', 'Hendrick Iben', 'Michael Lawo'];2010;CHI '10: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems;45;https://doi.org/10.1145/1753326.1753580;;0;0;0;0;0;0;0
Taming Event Cameras with Bio-Inspired Architecture and Algorithm: A Case for Drone Obstacle Avoidance;['Jingao Xu', 'Danyang Li', 'Zheng Yang', 'Yishujie Zhao', 'Hao Cao', 'Yunhao Liu', 'Longfei Shangguan'];2023;ACM MobiCom '23: Proceedings of the 29th Annual International Conference on Mobile Computing and Networking;0;https://doi.org/10.1145/3570361.3613269;;0;0;0;0;0;0;0
PCFGs, topic models, adaptor grammars and learning topical collocations and the structure of proper names;['Mark Johnson'];2010;ACL '10: Proceedings of the 48th Annual Meeting of the Association for Computational Linguistics;11;;;0;0;0;0;0;0;0
Relative importance of depth cues on portable autostereoscopic display;['Maija Mikkola', 'Atanas Boev', 'Atanas Gotchev'];2010;MoViD '10: Proceedings of the 3rd workshop on Mobile video delivery;21;https://doi.org/10.1145/1878022.1878038;;0;0;0;0;0;0;0
Visual based picking supported by context awareness: comparing picking performance using paper-based lists versus lists presented on a head mounted display with contextual support;['Hendrik Iben', 'Hannes Baumann', 'Carmen Ruthenbeck', 'Tobias Klug'];2009;ICMI-MLMI '09: Proceedings of the 2009 international conference on Multimodal interfaces;20;https://doi.org/10.1145/1647314.1647374;;0;0;0;0;0;0;0
Effects of Space and Scenery on Virtual Pet-Assisted Activity;['Kenta Nakajima', 'Mihoko Niitsuma'];2020;HAI '20: Proceedings of the 8th International Conference on Human-Agent Interaction;1;https://doi.org/10.1145/3406499.3415083;;0;0;0;0;0;0;0
